name	z	z_err	maxdate	maxdate_err	bmax	bmax_err	colour	colour_err	x0	x0_err	x1	x1_err
LSQ11bk	0.04	0.001	2455913.07325	0.167572170496	16.89314597	0.0199739892055	0.00315205308626	5.77537807009e-05	1.07525167969	0.067830806251	-0.124264494972	0.0223739123618
LSQ11ot	0.027	0.001	2455928.34854	0.0593774362933	17.8279335585	0.0201354961574	0.00132478537049	2.53580669393e-05	-0.0546700727272	0.0475734826981	0.282889532894	0.0223978881545
LSQ11pn	0.033	0.001	2455928.79256	0.112513331929	17.0869180436	0.0232591019692	0.00262926704668	5.7438586319e-05	-2.6272828061	0.115609707219	0.129528415573	0.0264605018051
LSQ12agq	0.062	0.001	2455987.51746	0.220660525141	18.5292551872	0.0232972330274	0.000697751183958	1.51689709988e-05	0.0192331238762	0.0815814277756	0.0762282073805	0.0247122694316
LSQ12aor	0.093	0.001	2455993.90964	0.103870265651	19.3900215469	0.0211753323213	0.000315772298987	6.21708693578e-06	-1.93205749965	0.135479572862	0.0303197018794	0.0225355166358
LSQ12bld	0.07	0.001	2456025.65312	0.0943897266407	18.9967805575	0.0279422655796	0.000453626775716	1.18178118322e-05	-0.857851826207	0.126281673439	0.053018977861	0.0291337063606
LSQ12btn	0.05	0.001	2456032.60563	0.286739323521	18.2826930302	0.0247463303396	0.000874713308928	2.02745317286e-05	-1.5840417085	0.128009535816	0.108472944476	0.0270803371389
LSQ12ca	0.105	0.001	2455953.55126	0.493829190265	19.119603258	0.0234062526668	0.000405503645149	8.76822288525e-06	0.0486334384592	0.226038827856	-0.0559517574537	0.0195062495053
# Created on 2013-10-03 18:24
